name,desc
四川省新能源动力股份有限公司,"四川省新能源动力股份有限公司于1997年10月20日成立。法定代表人吕必会,公司经营范围包括：道路运输经营；危险化学品经营（经营项目以《危险化学品经营许可证》为准）；专用铁路兼办铁路货物运输（发送名类、到达品类按铁道部公布的《铁路专用线专用铁路名称表》为准）等。 [1]  "
宜华健康医疗股份有限公司,宜华健康医疗股份有限公司(股票简称：宜华健康，股票代码：000150 [1]  )前身为 宜华地产股份有限公司 [2]  。宜华 健康 构建“宜华医疗健康产业生态圈”， [3]  投资并购管理着120多家医院后勤服务的广东众安康后勤集团公司， [3]  在肿瘤伽马刀领域独占鳌头并拥有及 管理 着14家医院6000多张床位的达孜赛勒康医疗投资管理公司， [3]  收购拥有养老床位数5000张、护理床位数1500张的中国养老标杆企业“亲和源”， [3]  专业生产移动医疗设备及慢病管理的爱奥乐医疗器械公司， [3]  投资全国第一家网络医院平台深圳友德医科技公司、 天津市上线科技有限公司 （医指通就医出行平台）等公司，正式进军健康医疗养老产业。 [3]  
安徽丰原药业股份有限公司,安徽丰原药业股份有限公司（以下简称“ 丰原药业 ”）是安徽省规模最大的国有控股医药企业，国家认定的 高新技术企业 、安徽省百强企业、安徽省医药行业首家 上市公司 ，2006年被授予全国“百姓放心药品牌”，公司总资产12亿余元，员工近5000人，2007年、2008年、2009年连续三年荣膺中国制药工业百强。
华数传媒控股股份有限公司,华数传媒控股股份有限公司于1994年06月30日在 浙江省工商行政管理局 登记成立。法定代表人王健儿，公司经营范围包括一般经营项目：有线电视、数字电视网络及产业投资等。
中联重科股份有限公司,"中联重科股份有限公司创立于1992年，总部位于湖南省 长沙 市 岳麓区 银盆南路361号 [1]  ，主要从事 工程机械 、农业机械等高新技术装备的研发制造，是一家 持续创新 的全球化企业。公司生产具有完全自主知识产权的18大类别、106个 产品系列 ，660余个品种的 主导产品 [2]  ，为全球 产品链 最齐备的工程机械企业。公司的两大业务板块混凝土机械和 起重机械 均位居全球前两位。公司 注册资本 86.77亿元 [1]  。2016年8月，中联重科在""2016中国企业500强""中排名第255位。 [3]  2019年8月，中联重科连续14年上榜“ 亚洲品牌500强 ”，位列第126名。2018年10月，在“2018年中国大陆创新企业百强榜单”中位列梯级I。2019年9月1日，2019中国制造业企业500强榜单发布，中联重科股份有限公司名列第265位。 [4]  “一带一路”中国企业100强榜单排名第84位。 [5]  2019年12月，中联重科股份有限公司入选 2019中国品牌强国盛典 榜样100品牌。 [6]  2019年12月18日，人民日报“中国 品牌发展指数 ”100榜单排名第45位。2020年9月16日，入选由 中国机械工业联合会 、 中国汽车工业协会 主办的第16届中国 机械工业 百强名单，排名第8。"
北方国际合作股份有限公司,北方国际合作股份有限公司成立于1986年，并于1998年经中国证监会批准，改制成为 中国北方工业公司 系统内的上市公司（股票简称“北方国际”， 股票代码 ：000065）。现有股东由国有股东 中国万宝工程公司 、西安 惠安 化工有限公司和 社会公众股东 组成。北方国际已发展成为以国际国内 工程总承包 和建筑装饰工程为主营业务的国际化工程公司。
石家庄常山北明科技股份有限公司,"石家庄常山北明科技股份有限公司于1998年12月29日成立。法定代表人肖荣智,公司经营范围包括：计算机软件技术开发、技术服务、技术咨询，棉花、办公设备、 电子元器件 、通信设备、计算机及零配件、计算机软件、仪器仪表、光伏设备的批发零售；通信设备、计算机零配件的租赁，计算机系统集成；自营和代理各类商品及技术的进出口业务； 天然纤维 和 人造纤维 的纺织品、针织品、服装加工；家用服饰、纺织品、产业用纺织品的设计、开发、制造（限分支机构经营）、销售；本企业和本企业成员企业生产、科研所需的原辅料、机械设备、仪器仪表、零配件及相关技术的进出口业务（国家限定公司经营或禁止出口的商品除外）； 机电设备 （特种设备除外）、新风净化器及配件的生产（限分支机构经营）、销售；经营本企业的进料加工；化学原料及产品（不含危险化学品及其他 前置性行政许可 项目）；房屋租赁等。 [1]  "
新疆国际实业股份有限公司,"新疆 国际实业股份有限公司（XINJIANG INT'L IND CO.,LTD.）成立于1999年3月， 注册资本 为人民币4.81亿元。公司核心价值观是：公正，恪尽职守，互助协作，服务社会。公司发展战略是：依托新疆丰富的油气、煤炭等资源优势和区位优势，以能源产业为支柱，房地产业为补充，国际贸易为纽带，积极开拓中亚、欧洲、国内市场，实现公司可持续发展。"
申万宏源集团股份有限公司,申万宏源集团股份有限公司是由 申银万国证券股份有限公司 换股吸收合并 宏源证券股份有限公司 合并重组而成的一家从事投资管理、股权交易的公司。 [1]  
江苏东方盛虹股份有限公司,江苏东方盛虹股份有限公司于1998年07月16日成立。法定代表人缪汉根。 [1]  
美的集团股份有限公司,美的集团股份有限公司于2000年04月07日在 佛山市顺德区市场监督管理局 登记成立。法定代表人方洪波，公司经营范围包括生产经营家用电器、电机及其零部件；从事 家用电器 等。2019年9月1日，2019中国战略性新兴产业领军企业100强榜单在济南发布，美的集团股份有限公司排名第55位。 [1]  2019中国制造业企业500强榜单排名第23位。 [2]  2020年9月10日， 2020中国民营企业500强 榜单发布，美的集团股份有限公司位列第12名，营业收入27938050万元；位列“2020中国制造业民营企业500强”第6位。 [3]   [4]  
许继电气股份有限公司,"许继电气股份有限公司成立于1993年3月，发起人是许昌继电器厂，1997年4月经批准发行 社会公众股 5,000万股，发行后 股本 为13,800万股。 1999年3月12日公司 股东大会 通过《1998年度利润分配方案》，本公司以1998年12月31日 总股本 为基数，每10股送5股，共送6,900万股，于1999年4月完成。"
潍柴动力股份有限公司,"潍柴动力股份有限公司成立于2002年（HK2338,SZ000338），由 潍柴控股集团有限公司 作为主发起人、联合境内外投资者创建而成，是中国内燃机行业在香港 H股 上市的企业，也是由境外回归内地实现 A股 再上市的公司。 [1]  "
唐山冀东水泥股份有限公司,唐山冀东水泥股份有限公司，是在原河北省冀东水泥厂的基础上，1994年5月由河北省冀东水泥集团公司独家发起、以定向募集方式正式设立、组建的 股份制企业 。1996年冀东水泥 A股 股票在 深圳证券交易所 上网发行并挂牌上市，是中国北方最大的水泥生产商和 供应商 。2020年7月，2020年《财富》中国500强，唐山冀东水泥股份有限公司排名第282位。 [1]  
金融街控股股份有限公司,金融街控股股份有限公司（股票代码：000402），2000年在深交所成功上市， [1]  是一家以 商务地产 开发运营为主业的大型 国有控股公司 。 [1]  
派斯双林生物制药股份有限公司,派斯双林生物制药股份有限公司成立于1995年05月22日，注册地位于山西省太原市晋源区长兴南街8号阳光城环球金融中心3004室，法定代表人为付绍兰。 [1]  
长虹华意压缩机股份有限公司,长虹 华意压缩机股份有限公司 位于中国瓷都——景德镇，20世纪90年代初，公司通过引进美国泰康公司最新无氟技术和从日本、德国、意大利、澳大利亚、丹麦等国引进现代化设备，建成了中国首条年产100万台无氟压缩机生产线。
藏格矿业股份有限公司,藏格矿业股份有限公司于1996年06月25日成立。法定代表人肖宁。 [1]  
云鼎科技股份有限公司,云鼎科技股份有限公司成立于1993年03月02日，曾用名“ 山东地矿股份有限公司 ”，注册地位于山东省济南市工业南路57-1号高新万达J3写字楼19层1910室，法定代表人为 刘波 。 [1]  
珠海金马控股股份有限公司,珠海金马控股股份有限公司于1987年04月17日成立。法定代表人张剑波，公司经营范围包括：有色金属、黑色金属、 非金属矿产品 、机械设备、仪器仪表、工农具、化工类的出口和原辅材料、机械设备、仪器仪表、有色金属的进出口（具体商品按经贸部［９５］外经贸政审函字第１５７９号文经营）；房地产开发经营（凭资质证经营），物业管理（凭资质证经营）；项目投资；销售金属材料（不含金、银），矿产品，化工原料（不含危险化学品及易制毒化学品）， 橡胶制品 ，电子产品及通信器材，普通机械，建筑材料，矿山工程车辆，五金交电，汽车配件；技术咨询服务等。 [1]  
山东胜利股份有限公司,山东胜利股份有限公司成立于1994年，1996年在 深圳证券交易所 挂牌上市。公司自成立以来，始终保持持续、健康、快速的发展势头，连年被银行系统评定为“ AAA级信用企业 ”，并于1999年被列入山东省政府重点支持的100户重点企业，2002年被评为国家“守合同、重信用”企业。
沈阳机床股份有限公司,"沈阳 机床 股份有限公司（以下称""本公司""），是由 沈阳第一机床厂 、 中捷友谊厂 、沈阳第三机床厂和辽宁精密仪厂四家联合发起，于1993年5月成立，经沈阳市 经济体制改革 委员会沈体改199231号文件批准设立的 股份制企业 。1996年7月，经中国证券监督管理委员会证监发审字1996112号文件批准，向社会 公开发行 人民币 普通股 5,400万元，发行后公司 总股本 为215,823,518元，并在 深圳证券交易所 上市交易， 股票代码 为000410。本公司是 沈阳机床（集团）有限责任公司 旗下企业。2019年12月09日，公司 控股股东 变更为通用技术集团，实际控制人变更为国务院国有资产监督管理委员会 [1]  。"
长春北方五环实业股份有限公司,长春北方五环实业股份有限公司于1993年06月28日成立。法定代表人范日旭，公司经营范围包括：仪器仪表方面的技术服务、文化体育健身项目经营、经销建材、钢材、木材、仪器仪表、百货、食品、汽车（除小轿车）（法律、法规和国务院决定禁止的项目不得经营，依法须经批准的项目，经相关部门批准后方可开展经营活动）等。 [1]  
浙江英特集团股份有限公司,浙江 英特集团股份有限公司是由浙江省国际贸易集团控股的大型国有上市企业集团 [1]  ，前身为“凯地丝绸”，系经浙江省股份制试点工作协调小组批准设立的股份制试点企业，于1992年8月20日登记注册，并于1996年7月16日登陆 A股市场 ，公司股票在 深圳证券交易所 挂牌交易 。
渤海租赁股份有限公司,"渤海租赁股份有限公司于1993年08月30日成立。法定代表人 卓逸群 ,公司经营范围包括：市政基础设施租赁；电力设施和设备租赁；交通运输基础设施和设备租赁以及新能源、清洁能源设施和设备租赁；水务及水利建设投资；能源、教育、矿业、药业投资； 机电产品 、化工产品、金属材料、五金交电、建筑材料、文体用品、针纺织品、农副产品的批发、零售,租赁业务的咨询服务，股权投资、投资咨询与服务等。 [1]  "
民生控股股份有限公司,民生控股股份有限公司，简称：民生控股，证券代码：000416，是 中国泛海控股集团有限公司 控股并打造的金融商业帝国，注册地在青岛，运营总部设在北京CBD，成立于1993年06月12日，并于1996年07月19日登陆A股市场。民生控股正在由传统的商业零售商向现代化金融控股服务平台转型。截止到2015年5月份，民生控股旗下全资子公司有：民生典当、民生财富、民生保险经纪。参股公司有民生期货、民生电商等。
长沙通程控股股份有限公司,公司主营包括商业经营和旅游酒店业务，主要面对湖南当地市场。商业经营已形成了专业购物广场、名品中心经营连锁、电器经营连锁三大经营业态，通程电器连锁店在湖南省内的布局也基本成型，在衡阳、岳阳等地开设了多家家电连锁店，快速抢占了当地的家电市场份额，占据了长沙市家电零售市场40%的份额。旅游酒店业务包括五星级商务酒店和生态休闲酒店经营、品牌和管理输出。公司在长沙商业旺区拥有3大百货商场、2个五星级酒店。
东旭光电科技股份有限公司,东旭光电科技股份有限公司（原 石家庄宝石电子玻璃股份有限公司 ，简称宝石A）成立于1992年，1996年在 深圳证券交易所 挂牌上市（证券简称：东旭光电、东旭B，证券代码：000413、200413），是中国本土最大、世界排名第四的 液晶玻璃基板 生产商，也是全球领先的光电显示材料供应商 [1-2]   。
无锡小天鹅股份有限公司,无锡小天鹅股份有限公司前身始建于1958年。从1978年中国第一台 全自动洗衣机 的诞生到2010年 品牌价值 达150.16亿元，成为世界上极少数能同时制造 全自动 波轮洗衣机 、 滚筒洗衣机 、 搅拌式洗衣机 全种类 洗衣机 的全球第三大洗衣机制造商，小天鹅历史上的每一次进步都印证着今天成功的脚步。小天鹅拥有国家级企业技术中心和国家认定实验室，依靠技术 战略联盟 ，坚持自主创新，拥有国际领先的 变频技术 ，智能 驱动控制 ， 结构设计 及 工业设计 等洗涤 核心技术 。2018年10月， 美的集团 拟以发行 A股 方式， 换股吸收合并 小天鹅 [1]  ，小天鹅 终止上市 并注销 法人资格 [2]  。2019年2月20日，美的集团、小天鹅A公告，美的集团 吸收合并 小天鹅获证监会无条件通过；2月21日，美的集团、小天鹅A复牌。 [3]  
